user_id,session_count,avg_session_duration,pageviews_per_session,days_since_last_visit,feature_usage_rate,clicks_on_premium_content,referral_source,state,device_type,number_of_visits_last_week,number_of_visits_last_30_days,messages_sent_count,messages_received_count,posts_count,reactions_count,community_sessions_count,number_of_trainings_watched,number_of_trainings_finished,daily_steps,daily_workout_minutes,subscription_status
8107,10,20.060317283926146,6,25,0.7084598035532158,5,organic,Florida,tablet,3,8,2,4,1,8,8,4,2,5069,38,0
8108,5,38.66623821137582,4,23,0.5055272911196825,5,referral,Texas,tablet,5,8,4,9,1,15,4,10,4,5090,30,1
8109,9,39.362049915819526,5,23,0.025633408131463753,0,ad,California,desktop,3,11,3,2,5,13,6,8,2,5006,31,0
8110,15,48.47925050810595,4,6,0.862926682002224,2,referral,Florida,tablet,8,12,4,4,1,14,9,2,2,5022,29,0
8111,12,20.07954208439087,3,0,0.5071500248563239,1,referral,Florida,desktop,3,10,5,7,1,14,10,4,2,5036,22,0
8112,16,59.84766160534599,3,10,0.9847679887793063,6,referral,New York,mobile,4,11,7,6,4,12,9,8,4,4860,30,1
8113,12,42.54565122126995,8,1,0.9242966781176017,1,referral,New York,mobile,1,10,4,4,3,11,5,5,5,5010,37,0
8114,18,32.12686079299192,8,1,0.27049171778223857,2,referral,Illinois,desktop,2,5,6,4,1,14,10,9,5,4944,38,0
8115,8,26.08097626792841,6,11,0.9312564543027021,3,organic,New York,desktop,3,4,6,3,3,10,7,6,6,4961,25,1
8116,18,44.84312169092337,5,7,0.9232928064637677,4,ad,Texas,desktop,1,13,4,9,0,9,10,9,2,5046,32,0
8117,13,45.84721360100956,8,9,0.30686604286485486,3,organic,Florida,desktop,2,8,3,2,2,8,5,5,3,4942,26,0
8118,15,52.93609017074176,7,9,0.40073533494992075,5,organic,Florida,tablet,5,9,4,6,3,9,7,5,4,5132,41,0
8119,18,19.308713137979822,4,28,0.5966876106776678,1,ad,New York,desktop,2,3,3,2,6,10,12,6,6,5050,23,0
8120,20,58.20851902994358,0,23,0.2931180676903301,2,organic,Florida,desktop,0,15,7,3,1,13,8,10,5,5019,37,0
8121,14,52.92182678788558,2,2,0.9951829515971664,4,referral,California,desktop,2,5,4,1,5,7,11,13,5,5037,24,1
8122,15,16.821995744084962,3,3,0.6198221403237204,2,organic,New York,tablet,1,12,5,3,2,10,5,6,6,5005,29,0
8123,16,20.894691075891174,3,18,0.2604526094039037,1,organic,Illinois,desktop,1,7,4,4,1,12,10,9,6,5157,33,0
8124,12,30.907691292763253,8,16,0.2507449172686532,5,ad,California,mobile,2,7,7,2,3,8,5,12,5,4932,32,0
8125,26,59.23801111920475,4,14,0.8492503926436824,3,organic,Texas,tablet,4,12,2,3,4,8,12,8,7,5051,28,0
8126,14,24.927472557404233,4,20,0.169277856250459,4,organic,California,desktop,2,13,3,0,0,5,7,10,3,4981,39,1
8127,19,39.00102063893384,5,13,0.6007315433778845,4,ad,Illinois,desktop,2,10,4,3,3,9,9,9,6,4966,37,1
8128,17,54.22773037970632,2,2,0.4384313942578113,3,ad,California,tablet,1,12,7,3,3,10,9,2,2,5019,28,0
8129,12,26.32862313878323,8,13,0.001959129501265977,0,ad,Florida,desktop,1,11,4,9,2,11,4,10,6,4886,28,0
8130,15,56.15848868716925,2,5,0.08655714998935993,4,referral,California,tablet,2,11,8,3,7,15,6,10,6,5109,42,1
8131,17,36.59102864578967,2,18,0.3652114018506142,3,referral,New York,mobile,4,9,3,2,1,14,11,7,3,5019,26,0
8132,9,57.10627781459682,3,1,0.15214597976508548,5,organic,Florida,mobile,3,12,4,0,4,9,8,7,5,4954,35,0
8133,20,23.315249867268577,1,13,0.9079369726209554,4,referral,California,desktop,0,11,2,2,2,7,7,6,6,5055,37,0
8134,15,35.98793937277855,8,4,0.7223050610890318,2,ad,California,desktop,4,13,3,7,2,16,8,7,4,4971,24,0
8135,12,23.189599496537454,6,10,0.037497597271282435,5,ad,Texas,tablet,5,9,2,2,2,10,8,7,3,4983,26,0
8136,19,15.927922169746628,2,27,0.8052840998245893,2,ad,California,desktop,5,7,6,4,2,6,11,7,4,5028,32,0
8137,12,30.970121301279267,3,11,0.07482187184389366,4,ad,California,tablet,2,11,6,1,0,6,6,8,2,4987,27,0
8138,20,24.47682796367576,3,9,0.9051125097234037,2,referral,New York,desktop,1,8,6,4,1,10,10,5,5,5077,33,0
8139,13,39.04985717274473,5,16,0.866332497707196,4,ad,Illinois,tablet,0,7,2,3,0,9,9,7,4,4963,34,1
8140,18,29.220547469998763,2,11,0.2774050607822389,3,organic,Texas,tablet,0,20,7,6,4,6,8,9,6,4961,34,0
8141,22,30.112250837000037,5,28,0.2726753793997453,3,ad,Illinois,desktop,2,9,8,2,0,9,8,4,3,5039,26,0
8142,10,16.281890091674544,5,9,0.6728859648971223,2,ad,Florida,tablet,2,9,4,2,0,9,9,9,2,4948,26,0
8143,13,58.26746106637892,5,2,0.04385728691099333,7,organic,Florida,mobile,1,7,7,4,3,6,5,8,3,4914,30,0
8144,17,40.44660754162467,4,14,0.9265936788882319,2,referral,Illinois,tablet,4,11,2,3,1,11,4,6,6,5104,29,1
8145,11,46.82945762500523,1,1,0.4950672594396228,4,referral,Illinois,tablet,3,12,4,5,2,11,10,7,3,5155,27,0
8146,15,48.448300172864364,6,10,0.9239170753141,3,organic,California,desktop,1,6,7,1,4,7,5,6,6,4933,26,0
8147,13,27.07868784846012,5,4,0.12403167874213761,2,ad,Illinois,desktop,2,15,3,1,2,13,6,6,6,4932,33,0
8148,11,39.58461859448798,3,7,0.2974124963206711,0,referral,Florida,mobile,1,11,9,3,2,15,7,6,6,5089,33,0
8149,15,18.052053250100496,3,28,0.0918611882458279,3,organic,California,mobile,5,6,3,7,0,5,12,6,5,5106,24,0
8150,15,37.98249488274827,9,29,0.947377616614617,3,ad,California,desktop,4,7,2,3,2,6,10,11,5,5042,31,1
8151,15,40.72562428681666,3,23,0.9085277988495725,2,referral,Illinois,mobile,1,5,4,5,2,12,14,8,5,4846,28,0
8152,21,41.76324117872606,4,0,0.05014154294760931,2,referral,Texas,desktop,4,12,7,4,3,11,12,4,4,5038,25,0
8153,21,23.146891588025,4,21,0.3181739165746922,2,referral,Texas,desktop,2,7,4,8,1,6,9,6,6,4968,31,0
8154,14,41.883346366431226,2,29,0.014132492885927661,3,referral,Florida,desktop,1,10,4,5,3,12,7,10,3,5000,22,0
8155,16,43.397283133286734,4,0,0.18348404889321868,5,ad,Texas,tablet,1,11,4,6,0,8,4,11,3,5095,37,1
8156,11,38.94070213081463,6,7,0.8487082527983205,3,ad,California,desktop,3,9,7,2,1,7,10,9,6,5009,43,0
8157,15,48.33729226539089,1,21,0.3168574128877786,5,organic,Florida,mobile,1,14,3,3,2,6,6,12,5,4981,25,0
8158,14,37.48926711148583,2,29,0.17124897728804156,3,ad,California,desktop,2,10,3,4,1,10,13,8,5,4901,35,0
8159,15,25.073195158996917,4,10,0.4644635127743013,2,organic,Illinois,tablet,3,10,1,2,2,11,8,6,4,4901,19,0
8160,20,26.95046762864415,5,8,0.927195939099255,3,ad,Illinois,mobile,5,7,3,2,2,16,5,8,5,4971,34,1
8161,16,56.621113910149866,3,7,0.9409432002801493,4,referral,New York,tablet,3,12,2,8,1,4,7,6,2,5011,32,0
8162,14,47.804248784430605,2,18,0.3978327820515617,4,organic,Illinois,mobile,0,6,6,2,1,13,7,4,4,5084,32,0
8163,12,55.70407703277191,7,16,0.8122285551414078,4,organic,Texas,tablet,2,10,2,6,1,12,9,12,10,4951,24,1
8164,14,18.33001093291417,3,9,0.7689263736662725,4,referral,Texas,tablet,4,8,4,3,3,14,8,6,6,4849,33,0
8165,13,52.81237212872816,7,0,0.017065662003485804,4,ad,California,mobile,3,6,5,5,0,8,7,12,4,5022,29,0
8166,14,55.50990906673992,5,15,0.21196461291399027,2,ad,New York,mobile,2,9,5,4,3,10,11,4,4,5029,37,0
8167,16,37.394713113802574,2,10,0.8569376260639018,2,ad,Florida,mobile,2,14,6,4,3,12,5,6,6,5050,26,0
8168,17,42.344643310111145,6,3,0.5694053506545332,2,referral,New York,mobile,3,9,8,4,2,9,15,8,5,4937,37,1
8169,14,50.53410634697281,5,13,0.2879914679145308,3,referral,California,desktop,5,11,5,3,0,6,5,8,8,5018,31,0
8170,18,31.734862662797692,4,24,0.6398835030281151,2,referral,New York,desktop,4,6,6,2,3,10,8,9,2,5002,20,1
8171,16,38.76464794928006,4,25,0.9529222852678763,3,referral,Florida,desktop,3,5,7,1,2,11,4,12,8,5035,23,1
8172,16,42.316915606638545,2,4,0.8563863625067074,5,referral,California,desktop,4,8,4,5,5,12,9,6,0,4897,31,0
8173,17,28.741060545587526,2,18,0.14615759192221411,3,ad,New York,mobile,1,11,6,5,1,14,10,2,2,4898,27,0
8174,12,30.961761804512832,3,9,0.542496102342384,8,ad,Florida,mobile,2,12,6,2,1,8,7,6,1,4912,24,0
8175,15,33.42011742629519,5,1,0.09483594023660802,3,ad,California,mobile,1,12,9,4,0,6,14,11,3,4871,36,0
8176,16,29.028434838517285,3,14,0.7027327603028,2,organic,Illinois,tablet,3,9,7,6,5,8,11,9,8,4960,30,1
8177,11,15.620689805910267,0,1,0.4398136586289042,3,ad,Florida,mobile,2,15,4,6,1,7,7,10,10,5026,27,0
8178,13,33.925112120908814,4,21,0.48838580255012853,7,referral,Florida,tablet,3,7,5,3,3,6,7,11,5,5169,30,0
8179,19,42.81161561004221,5,12,0.7895965515778409,3,organic,California,tablet,3,13,7,3,1,9,12,8,5,5070,28,0
8180,17,27.05024517544343,6,10,0.5579484298562939,1,organic,Florida,mobile,3,13,4,4,3,8,7,6,1,5131,36,0
8181,20,54.58305467066423,4,29,0.8996012273048988,1,ad,California,mobile,4,9,3,2,3,13,4,8,6,5064,18,1
8182,8,37.552316732651846,5,14,0.9347664457175048,1,organic,Illinois,mobile,3,7,9,4,4,8,7,14,1,4948,29,0
8183,13,46.99970524899017,2,2,0.15614393516025427,3,organic,Florida,tablet,3,10,2,5,3,3,7,12,5,5080,41,0
8184,12,59.168493847631936,1,26,0.9255508225711644,5,organic,California,desktop,2,14,4,5,6,12,9,13,7,5095,27,1
8185,21,29.822570414661392,1,0,0.42165893687422606,4,referral,Florida,desktop,3,12,5,5,2,5,2,6,4,4912,30,0
8186,11,49.487266414401,4,8,0.5961708825700234,4,ad,Florida,tablet,4,10,5,6,4,10,10,7,5,4867,26,0
8187,12,33.521002690936186,3,19,0.740818972638495,2,ad,New York,mobile,2,9,7,2,2,12,8,5,5,5075,28,0
8188,13,45.51471996263126,5,20,0.893366050666155,4,organic,Texas,mobile,3,13,2,5,1,12,6,7,7,5048,28,0
8189,17,29.054860029412303,2,20,0.39835416257153333,4,ad,Florida,mobile,3,6,5,6,1,14,12,11,8,4982,30,1
8190,17,37.85410117364898,3,3,0.13162752974743075,4,organic,Florida,mobile,1,13,4,4,4,9,11,7,5,5045,40,0
8191,12,35.765847568542206,2,27,0.7550948486744526,1,ad,Florida,tablet,3,11,5,2,1,13,9,7,7,5052,39,1
8192,17,52.721227607592546,4,16,0.9822043194862486,4,ad,Illinois,tablet,3,10,3,8,2,9,8,9,6,5035,33,0
8193,22,46.508072520615926,4,16,0.12771414829193772,2,referral,Florida,desktop,4,9,8,2,2,11,7,8,1,4843,32,0
8194,11,38.04973665020036,1,27,0.04025165822027199,3,organic,Texas,tablet,2,9,5,3,1,12,8,8,5,4893,28,0
8195,21,58.62645363640562,5,17,0.9197292033692603,1,referral,California,desktop,1,10,5,3,1,12,9,3,3,5104,28,0
8196,14,43.93403906569374,3,16,0.05125990261753188,2,ad,New York,desktop,3,14,4,7,1,20,6,4,4,5057,19,0
8197,11,51.774720234888164,4,21,0.5205608735897664,5,ad,Florida,tablet,6,10,3,6,3,10,9,5,5,4996,28,0
8198,14,44.51626008480444,4,12,0.13229905796154395,5,ad,New York,mobile,2,9,2,6,4,11,10,13,6,5154,27,0
8199,12,17.9204024682747,7,10,0.34546601340956984,4,ad,Illinois,tablet,2,12,3,6,2,8,9,8,4,4919,30,0
8200,12,31.850049639766393,4,11,0.7446542138805897,5,referral,Illinois,mobile,5,10,4,6,3,12,4,6,6,5087,25,0
8201,12,38.61380710863106,6,13,0.044567215785620506,2,referral,New York,desktop,7,14,6,2,0,8,7,8,5,4884,32,1
8202,11,24.39569645586753,4,15,0.3930844181681151,3,referral,Texas,desktop,4,5,7,1,0,5,10,9,9,4974,35,0
8203,12,18.254129809204105,6,26,0.724979369538932,5,ad,Illinois,mobile,2,9,10,2,4,4,10,5,3,4967,33,1
8204,18,54.43385159839101,8,16,0.6181563758299525,2,organic,New York,desktop,5,11,12,3,2,13,6,9,6,5021,31,0
8205,17,37.872794414780074,4,4,0.8424841792548351,4,referral,Texas,desktop,5,5,6,3,0,9,7,5,5,5035,24,0
8206,9,37.978407348636814,2,25,0.9381870377628245,3,referral,Illinois,tablet,1,6,5,6,2,11,8,6,6,4903,36,0
8207,21,56.30421961862213,4,14,0.5045545940441325,3,organic,Texas,desktop,3,10,8,7,2,17,12,15,3,5118,28,0
8208,13,38.23677292499862,2,9,0.02550321409406109,1,ad,Florida,tablet,5,7,5,2,0,10,9,9,1,5008,28,0
8209,18,20.379900866415817,6,19,0.47864965625106637,2,referral,New York,desktop,4,11,6,5,3,11,7,10,4,5000,30,0
8210,20,26.707383498628225,3,20,0.25794657298229184,2,ad,Texas,tablet,3,7,1,5,3,14,10,0,0,4980,31,1
8211,10,24.808263870286353,3,3,0.20347801001797605,0,referral,Florida,mobile,0,18,7,1,2,8,9,8,1,5010,27,0
8212,13,48.14874712552166,2,4,0.5259105526407098,2,ad,Texas,mobile,4,14,3,3,3,10,6,9,6,4962,31,1
8213,16,45.155862303038276,1,29,0.4771898831536845,3,ad,Illinois,tablet,1,10,5,3,1,17,4,7,5,4944,31,1
8214,8,59.96068631805702,4,13,0.9329507751777786,2,organic,Florida,tablet,2,16,9,5,1,11,7,7,1,4851,35,0
8215,11,27.39303488026465,5,6,0.6060633047741814,4,organic,Texas,desktop,5,10,2,7,0,13,10,8,3,5014,26,0
8216,10,45.950101274518104,5,0,0.8141784085942794,6,referral,Florida,desktop,2,13,5,9,4,7,9,7,7,4977,25,1
8217,23,59.13561814092875,11,27,0.7691736289163511,4,referral,Florida,desktop,4,6,6,5,1,9,15,11,7,5125,28,1
8218,12,17.790262482171695,1,5,0.09039652253822428,2,ad,California,mobile,4,9,4,3,0,10,11,9,9,5068,28,0
8219,14,53.316078250955286,2,27,0.23701781923469112,11,organic,New York,desktop,5,10,4,3,0,3,10,12,5,5095,27,0
8220,20,19.723540521892165,1,12,0.8990864828184358,4,ad,Texas,desktop,5,12,2,5,2,13,5,9,6,4938,31,1
8221,22,52.64162676740088,6,29,0.01990264201374714,5,referral,Texas,desktop,1,13,4,4,2,11,5,12,1,5007,27,0
8222,10,23.28143713453136,3,29,0.8519806643889672,4,referral,Illinois,desktop,0,11,6,2,6,9,9,6,5,4960,36,0
8223,11,33.211952932599814,5,26,0.7186406938441989,4,ad,New York,desktop,5,6,4,9,4,13,7,9,5,5016,35,1
8224,12,35.109953198416434,7,21,0.038563910540343915,3,ad,Texas,desktop,3,12,5,3,2,3,5,7,7,4942,33,0
8225,12,38.41532742470828,2,10,0.12982157521829907,4,referral,New York,desktop,5,18,5,3,1,9,7,7,7,4950,26,0
8226,14,45.68463726253285,0,5,0.1292986209652981,3,organic,Florida,desktop,5,7,2,6,1,9,8,6,6,5123,34,0
8227,14,26.756423220665994,2,24,0.5614158081313161,6,ad,Texas,desktop,2,14,2,2,2,13,7,6,5,4954,30,1
8228,15,38.22926229872695,9,20,0.5789603061514926,1,ad,California,mobile,1,10,5,2,2,12,14,6,6,4977,37,0
8229,18,22.436709666506935,2,21,0.29921301272942613,2,organic,Florida,mobile,5,17,7,4,3,10,7,9,3,4977,29,0
8230,10,30.74882104274905,6,13,0.608758015542613,2,referral,Florida,mobile,4,15,6,4,0,18,6,9,4,5098,21,0
8231,10,32.67429173286008,1,12,0.5596247598569256,2,referral,Illinois,tablet,3,18,5,8,3,12,7,5,5,4997,28,1
8232,13,52.33194307494686,4,14,0.8511625756355958,2,organic,New York,mobile,1,14,2,4,1,14,12,6,6,5011,33,1
8233,16,25.00271849787268,4,22,0.06154897349080746,0,referral,California,desktop,3,5,3,4,4,11,12,7,1,5020,39,0
8234,20,26.373028686964595,5,8,0.49421921227694565,1,referral,New York,mobile,9,9,4,4,2,8,7,6,2,4909,32,1
8235,12,58.83055666527751,2,27,0.6550049537049216,4,organic,Illinois,mobile,4,15,4,5,3,6,11,7,7,4969,15,0
8236,14,17.51852665705369,4,24,0.012675054842490097,1,referral,Illinois,mobile,6,8,8,3,2,9,10,6,3,4828,31,0
8237,13,46.6280860383968,2,3,0.023304813426429094,2,referral,New York,desktop,3,5,6,3,1,7,10,10,1,5141,34,0
8238,11,42.86080195854025,5,23,0.3017843700136089,3,referral,California,mobile,7,10,7,6,4,13,9,5,5,5049,35,0
8239,5,36.18780637686116,1,25,0.6189921732456143,1,referral,New York,mobile,6,12,7,6,5,11,4,9,9,4946,30,0
8240,23,37.2667469090121,3,0,0.2356638345914881,4,ad,California,desktop,2,12,5,6,0,8,6,10,6,4883,38,0
8241,21,47.911548492134195,8,26,0.26675063523503717,2,referral,Florida,desktop,2,7,9,3,1,11,9,9,2,5076,29,1
8242,21,55.564413749792166,7,28,0.5995153171568881,5,referral,California,desktop,0,13,1,3,0,8,10,9,7,4968,36,0
8243,18,28.543871895408444,2,2,0.58519945979717,2,ad,Illinois,mobile,1,8,3,8,0,7,11,6,4,5091,44,1
8244,20,53.221433886152376,0,29,0.06333915507266819,3,referral,Texas,desktop,4,14,6,5,2,6,5,7,1,5021,25,0
8245,16,34.63067340447817,5,1,0.3754619217908317,3,organic,California,tablet,6,13,9,6,0,12,6,7,7,4968,18,0
8246,14,17.256308010089526,2,21,0.43098419390736753,3,ad,New York,tablet,2,5,8,6,1,12,7,12,0,4907,25,0
8247,15,18.41565010758002,8,8,0.5242087882869126,5,referral,California,tablet,1,9,1,0,1,6,8,10,1,4858,29,1
8248,21,51.712852070873595,2,25,0.8809092578910334,1,ad,Texas,tablet,2,9,1,2,4,13,6,6,6,5059,36,1
8249,13,56.58545796938572,3,11,0.10127689751191093,1,organic,Florida,mobile,2,7,8,3,3,10,5,6,2,5046,27,0
8250,14,15.443673404152515,1,28,0.2401385296673435,5,organic,Illinois,desktop,1,6,5,4,1,15,10,12,6,5028,28,0
8251,9,55.87659366827878,3,4,0.5125369374462105,2,ad,New York,mobile,2,13,4,1,2,10,8,4,4,5043,29,0
8252,16,41.98028609317822,4,17,0.03287131349652306,7,ad,Florida,mobile,3,5,9,3,2,7,7,7,2,5025,43,0
8253,17,31.334063416697987,3,23,0.414403814106572,3,organic,California,tablet,5,9,5,5,0,7,6,9,6,4912,32,0
8254,17,32.08264366447999,5,5,0.06992876744902021,1,ad,New York,desktop,2,17,4,4,3,12,15,6,6,5015,32,0
8255,11,24.901640152389525,5,11,0.5403597479162003,2,organic,California,tablet,2,11,3,3,2,12,7,7,5,4965,26,1
8256,19,18.527169465244565,2,18,0.58552028028631,3,referral,Florida,desktop,2,12,4,1,3,11,9,6,4,5003,27,0
8257,18,37.95213454727264,5,21,0.4034764375352575,2,ad,Illinois,desktop,4,14,6,3,1,10,6,5,5,4902,26,0
8258,17,54.985005762569756,2,16,0.3025849591828096,5,organic,Illinois,mobile,2,5,8,5,1,12,7,6,3,5007,33,0
8259,19,59.9903180412588,7,1,0.49755928966996865,3,ad,New York,desktop,3,11,6,5,2,13,10,13,4,5068,29,0
8260,16,49.16062326520071,0,10,0.6193837307997085,1,referral,Illinois,desktop,3,11,6,3,3,15,6,7,5,4956,30,0
8261,13,33.68762223059346,3,24,0.12918843229673704,2,organic,California,mobile,0,20,8,10,2,6,6,8,6,4999,33,0
8262,12,49.168193169447356,3,5,0.7501586418450867,3,organic,Texas,tablet,4,8,5,7,3,10,8,17,5,5093,23,0
8263,15,49.66531931929868,6,24,0.5997347198828651,1,ad,California,desktop,4,12,7,6,3,3,12,10,2,5007,25,0
8264,14,47.369850562444384,1,14,0.67007314150415,3,organic,New York,desktop,4,4,6,5,1,8,5,10,8,4879,30,0
8265,22,53.86884315456422,1,13,0.9661937363941816,1,referral,Texas,desktop,1,4,8,2,1,6,11,7,2,5028,30,0
8266,12,25.224813026127507,3,10,0.7928929865174004,0,referral,Illinois,desktop,3,9,8,5,3,7,5,9,5,5045,40,1
8267,6,45.49843992436465,3,5,0.05561317965022172,3,referral,Florida,desktop,3,10,7,3,1,18,4,13,0,4913,30,0
8268,14,35.79061278969216,1,15,0.28902034489841977,3,ad,New York,desktop,2,18,9,15,1,11,6,10,4,4993,30,1
8269,18,33.44780274542039,5,24,0.21535608602089673,2,organic,Texas,mobile,3,13,1,7,2,3,5,10,5,5020,27,0
8270,16,19.021960875876687,4,6,0.7323237552814489,4,organic,New York,desktop,5,9,6,4,1,11,6,5,1,5030,32,1
8271,14,33.936448483944815,4,13,0.04948468424842978,4,organic,Illinois,mobile,5,11,2,2,1,9,8,10,7,4997,31,1
8272,18,38.64285631926312,5,24,0.7060721283520972,2,referral,Texas,mobile,3,11,4,7,6,8,4,4,4,4872,29,1
8273,20,16.16826212735178,2,18,0.6090148692212454,2,organic,Illinois,desktop,4,13,8,4,0,9,9,9,6,4952,32,0
8274,10,42.57470104957018,6,16,0.33901986228782044,4,referral,Texas,tablet,1,5,1,3,1,13,6,11,5,4928,32,0
8275,20,50.51580995939694,5,4,0.4944924593918769,3,organic,Texas,desktop,1,14,7,2,1,7,2,6,1,5000,28,1
8276,19,37.49251115826789,2,21,0.9628375365199755,3,referral,Florida,mobile,1,11,7,1,1,12,7,7,6,5073,35,1
8277,17,48.08815411851934,5,18,0.09504527143674579,3,organic,Illinois,mobile,5,6,5,6,2,10,7,4,4,4976,28,0
8278,23,24.393921466003377,3,24,0.6800612010800526,4,organic,Texas,mobile,7,7,7,3,4,6,7,10,4,5091,35,0
8279,16,21.642648428648265,6,10,0.3152751084720069,2,organic,Texas,tablet,1,14,9,2,3,11,11,5,5,4925,37,0
8280,20,25.70909787220498,9,22,0.11027642720533815,3,organic,Florida,mobile,1,12,1,2,1,21,3,5,5,5029,26,1
8281,14,19.296867346018033,2,22,0.21015207199581465,5,ad,Illinois,tablet,5,10,5,6,5,8,6,13,5,4948,36,0
8282,14,20.918354701858924,3,25,0.8603291646620935,2,ad,New York,desktop,4,13,3,6,2,7,10,6,3,5127,30,1
8283,17,58.509497706292635,9,15,0.24598522724006955,3,organic,Texas,tablet,5,9,5,1,2,12,10,6,3,5102,26,0
8284,19,25.934918588813566,1,15,0.20740710166230303,2,organic,Texas,mobile,4,10,5,3,0,7,9,8,7,4979,33,1
8285,9,40.56058613334724,2,16,0.22787728172950672,1,organic,Texas,desktop,2,8,10,3,2,14,7,12,8,5092,27,0
8286,16,34.49604208709262,4,10,0.31057190169058957,1,ad,New York,desktop,3,10,4,6,1,14,8,9,3,4980,27,0
8287,17,51.65818543211618,4,1,0.03036884056193967,4,referral,Illinois,desktop,3,13,8,4,4,10,6,7,6,5005,33,0
8288,12,39.0891918385892,4,11,0.9764179545305741,4,organic,Illinois,desktop,2,11,5,6,2,7,9,11,11,5032,24,0
8289,13,28.248269895753687,1,7,0.6872404038258365,3,ad,Florida,mobile,6,16,7,2,0,10,6,7,3,5082,32,0
8290,14,20.449905840149228,7,9,0.6735707761582792,3,organic,Florida,tablet,4,9,6,8,2,14,5,7,3,4992,28,1
8291,18,54.96491735463069,8,12,0.7217550742168566,8,referral,New York,mobile,3,3,1,3,1,10,7,12,6,5030,30,1
8292,8,57.13593057146157,3,23,0.34539402886694237,4,referral,California,mobile,4,11,6,3,2,8,6,6,2,4975,34,0
8293,17,40.0501497150354,6,4,0.1498047783059172,2,ad,Illinois,mobile,4,7,3,3,2,9,6,9,5,5192,29,0
8294,13,56.257171750570464,4,21,0.08767248315174303,2,ad,Florida,desktop,1,13,7,8,1,14,5,3,3,4944,24,0
8295,24,45.6456264210795,7,17,0.3611595354584993,5,ad,California,mobile,1,9,4,2,1,9,4,8,7,5030,23,1
8296,14,31.45523798957295,4,27,0.16604694478628612,1,referral,California,desktop,3,6,8,3,3,5,6,11,10,5086,35,0
8297,16,43.68405359111152,3,7,0.6126208665570599,2,ad,California,mobile,2,8,1,3,4,10,6,10,1,5053,36,1
8298,14,44.77679543327184,2,14,0.009078695731301822,3,ad,Florida,mobile,3,5,7,4,2,13,11,6,6,5019,33,0
8299,13,55.53886327848078,4,4,0.17031054706879467,0,referral,California,mobile,2,10,8,7,4,6,12,7,7,4943,33,0
8300,18,18.157516151326142,3,29,0.653756767901168,3,referral,Illinois,mobile,0,6,7,3,1,11,7,6,5,5040,24,0
8301,13,58.17321313066643,4,24,0.5485718605286686,1,organic,California,desktop,0,11,6,7,0,6,6,10,8,5021,30,0
8302,16,47.035817875749025,3,15,0.9160996397366293,2,referral,Texas,desktop,3,9,4,6,2,13,8,14,7,5029,27,1
8303,11,48.26623556666682,4,29,0.8120829745583243,4,organic,Texas,desktop,4,11,7,9,2,17,10,5,5,5100,29,1
8304,14,55.73931087230646,4,27,0.6901048115784215,2,referral,Illinois,mobile,3,15,5,6,2,17,7,9,4,5048,30,1
8305,12,24.589801438470552,3,8,0.33973740267971975,3,ad,Texas,tablet,4,11,1,6,1,11,5,10,6,5008,23,0
8306,14,47.88751003347212,5,13,0.9604044537974088,1,organic,Illinois,desktop,3,14,6,11,1,10,13,8,8,5015,24,1
8307,18,50.97750836889572,2,4,0.1180783558233165,4,ad,Illinois,tablet,2,10,9,7,1,7,8,6,5,5000,30,0
8308,20,26.030945717635994,6,3,0.555044778276331,1,ad,California,tablet,5,8,8,3,0,12,4,6,6,4991,26,0
8309,14,56.29503313942305,4,16,0.9425955025012513,3,ad,New York,mobile,0,12,5,2,1,11,4,5,5,4973,22,1
8310,11,30.995702823966816,4,7,0.41538849777092757,6,ad,California,mobile,2,5,9,6,1,9,7,11,4,4995,21,0
8311,12,22.390411492296455,4,14,0.3749231434018061,5,ad,Texas,tablet,5,7,8,2,1,7,11,10,7,5113,43,0
8312,7,34.38002912944766,5,0,0.006156195931511399,1,organic,California,desktop,4,15,6,5,2,11,5,5,3,4994,30,0
8313,11,15.419287041384873,5,4,0.07389382195966054,3,referral,Illinois,mobile,3,9,4,3,1,6,7,7,7,4961,35,0
8314,15,21.752198589176565,3,1,0.3590674124544766,2,organic,Illinois,mobile,7,13,5,3,3,6,6,7,7,5071,30,0
8315,14,33.63570826744167,2,26,0.2232890091493408,0,organic,Texas,tablet,0,10,5,0,1,9,5,11,9,5114,32,0
8316,9,29.517743819726213,6,13,0.6579280767843857,4,organic,California,desktop,2,11,6,3,1,9,7,6,6,4959,33,0
8317,20,48.38584968760318,5,8,0.24342980259409608,1,referral,Florida,mobile,1,18,1,2,1,11,9,4,4,4888,34,1
8318,14,33.37445571953235,7,18,0.8146373080598539,3,organic,Texas,desktop,3,12,5,7,1,10,10,11,6,4857,35,1
8319,20,37.370994035293506,6,29,0.5305051139410176,2,ad,Texas,mobile,4,13,9,8,1,9,10,7,5,4942,27,0
8320,14,56.455145187183646,6,12,0.8367024132578162,3,organic,Texas,tablet,2,8,7,4,2,3,7,15,3,4991,30,0
8321,9,43.9074714656315,5,10,0.5354088867134191,2,ad,Texas,mobile,5,5,5,3,2,10,7,5,4,4911,33,0
8322,14,39.8112418365332,3,23,0.7529443786807606,1,referral,New York,desktop,3,12,5,2,5,10,3,16,2,5010,32,0
8323,22,50.728349278086704,2,18,0.9507395747469536,3,referral,California,tablet,5,15,6,6,0,6,10,9,3,5044,29,1
